epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,3390.03,1.77954,1.30263,1.82626,0.89542,0.70588,0.77532,0.36817,2.05271,1.4916,2.22545,0.0008054,0.0008054,0.0008054
183,3408.61,1.70818,1.341,1.92982,0.87384,0.70588,0.7869,0.35505,2.06556,1.46225,2.25752,0.0007988,0.0007988,0.0007988
184,3426.88,1.76599,1.29074,1.76106,0.84958,0.70588,0.79418,0.3523,2.06971,1.38558,2.28765,0.0007922,0.0007922,0.0007922
185,3444.93,1.89094,1.40879,2.04185,0.84958,0.70588,0.79418,0.3523,2.06971,1.38558,2.28765,0.0007856,0.0007856,0.0007856
186,3463.53,1.65702,1.40434,1.90651,0.79117,0.70588,0.79536,0.3398,2.10527,1.37331,2.30536,0.000779,0.000779,0.000779
187,3482.25,1.75917,1.32537,1.891,0.67934,0.76471,0.80454,0.35085,2.12848,1.32312,2.3139,0.0007724,0.0007724,0.0007724
188,3500.72,1.80191,1.30186,1.94924,0.84286,0.63197,0.80258,0.365,2.10767,1.29422,2.30579,0.0007658,0.0007658,0.0007658
189,3519.15,1.70838,1.24491,1.83385,0.84286,0.63197,0.80258,0.365,2.10767,1.29422,2.30579,0.0007592,0.0007592,0.0007592
190,3537.3,1.72003,1.21156,1.80694,0.63116,0.76471,0.74939,0.34756,2.12313,1.35568,2.30147,0.0007526,0.0007526,0.0007526
191,3555.97,1.66018,1.22243,1.8186,0.67955,0.76471,0.74186,0.32802,2.07135,1.40998,2.28867,0.000746,0.000746,0.000746
192,3574.24,1.71678,1.24469,1.84487,0.84216,0.62875,0.76817,0.34425,2.02513,1.47028,2.26708,0.0007394,0.0007394,0.0007394
193,3593.62,1.6502,1.2214,1.74314,0.84216,0.62875,0.76817,0.34425,2.02513,1.47028,2.26708,0.0007328,0.0007328,0.0007328
194,3612.09,1.70163,1.16584,1.8751,0.97256,0.64706,0.7981,0.36948,2.06828,1.4054,2.27999,0.0007262,0.0007262,0.0007262
195,3630.23,1.66326,1.2244,1.83241,0.95859,0.64706,0.80618,0.37274,2.09946,1.32218,2.2921,0.0007196,0.0007196,0.0007196
196,3648.71,1.68699,1.17275,1.79545,0.98036,0.64706,0.81777,0.42218,1.98492,1.30324,2.26232,0.000713,0.000713,0.000713
197,3666.86,1.62019,1.21375,1.87148,0.98036,0.64706,0.81777,0.42218,1.98492,1.30324,2.26232,0.0007064,0.0007064,0.0007064
198,3685.15,1.66603,1.26226,1.77751,1,0.63572,0.81394,0.37761,2.00679,1.31894,2.26769,0.0006998,0.0006998,0.0006998
199,3703.61,1.56588,1.20213,1.79583,0.99066,0.64706,0.79657,0.34042,2.03327,1.3327,2.28074,0.0006932,0.0006932,0.0006932
200,3721.89,1.56782,1.1357,1.77587,0.97478,0.64706,0.78047,0.31806,2.07557,1.38,2.27975,0.0006866,0.0006866,0.0006866
201,3740.24,1.55346,1.14477,1.80289,0.97478,0.64706,0.78047,0.31806,2.07557,1.38,2.27975,0.00068,0.00068,0.00068
202,3758.67,1.59205,1.24747,1.85941,0.88568,0.64706,0.77432,0.26874,2.16834,1.43878,2.26096,0.0006734,0.0006734,0.0006734
203,3777.14,1.58366,1.26411,1.78647,0.95821,0.64706,0.78013,0.29402,2.19754,1.47814,2.27456,0.0006668,0.0006668,0.0006668
204,3795.42,1.68133,1.19544,1.83324,0.7882,0.65729,0.7457,0.2999,2.18732,1.45178,2.28539,0.0006602,0.0006602,0.0006602
205,3813.97,1.60776,1.18987,1.79133,0.7882,0.65729,0.7457,0.2999,2.18732,1.45178,2.28539,0.0006536,0.0006536,0.0006536
206,3832.24,1.6149,1.05527,1.61964,0.95079,0.64706,0.74278,0.3437,2.12311,1.3925,2.25447,0.000647,0.000647,0.000647
207,3850.54,1.53807,1.17837,1.74358,0.96607,0.58824,0.73198,0.32397,2.10638,1.33407,2.29033,0.0006404,0.0006404,0.0006404
208,3869.06,1.52088,1.15176,1.70274,1,0.64283,0.81723,0.34013,2.06642,1.28006,2.28248,0.0006338,0.0006338,0.0006338
209,3887.26,1.5737,1.09737,1.77946,1,0.64283,0.81723,0.34013,2.06642,1.28006,2.28248,0.0006272,0.0006272,0.0006272
210,3905.64,1.61131,1.14401,1.8177,0.95425,0.64706,0.81046,0.38054,1.98414,1.19252,2.23593,0.0006206,0.0006206,0.0006206
211,3924.24,1.67958,1.14463,1.73886,0.86017,0.7246,0.84148,0.42476,1.90035,1.17844,2.17427,0.000614,0.000614,0.000614
212,3943.49,1.58378,1.09872,1.68515,1,0.70262,0.86376,0.44634,1.88163,1.21856,2.16658,0.0006074,0.0006074,0.0006074
213,3965.18,1.71474,1.23444,1.78256,1,0.70262,0.86376,0.44634,1.88163,1.21856,2.16658,0.0006008,0.0006008,0.0006008
214,3988.85,1.65721,1.25458,1.73754,1,0.69693,0.82735,0.41606,1.90748,1.26099,2.17149,0.0005942,0.0005942,0.0005942
215,4011.66,1.59739,1.24188,1.8237,1,0.63857,0.80441,0.38555,1.98679,1.32695,2.18444,0.0005876,0.0005876,0.0005876
216,4034.27,1.56491,1.07993,1.79235,0.90361,0.52941,0.76324,0.34851,2.06995,1.36346,2.21185,0.000581,0.000581,0.000581
217,4060.44,1.52851,1.18218,1.70991,0.90361,0.52941,0.76324,0.34851,2.06995,1.36346,2.21185,0.0005744,0.0005744,0.0005744
218,4085.59,1.65595,1.31351,1.84449,0.86176,0.58824,0.76154,0.34766,2.0319,1.36806,2.20799,0.0005678,0.0005678,0.0005678
219,4110.7,1.60418,1.15692,1.72831,0.95624,0.52941,0.7492,0.35156,1.96002,1.3618,2.18425,0.0005612,0.0005612,0.0005612
220,4130.55,1.54785,1.10848,1.75328,0.99382,0.58824,0.76271,0.38815,1.86997,1.3148,2.15186,0.0005546,0.0005546,0.0005546
221,4148.97,1.62776,1.09053,1.75393,0.99382,0.58824,0.76271,0.38815,1.86997,1.3148,2.15186,0.000548,0.000548,0.000548
222,4167.28,1.5971,1.14022,1.77629,0.91436,0.62911,0.813,0.36505,1.88405,1.24512,2.16386,0.0005414,0.0005414,0.0005414
223,4185.59,1.62294,1.19895,1.8304,0.97996,0.64706,0.76418,0.35077,1.9413,1.20749,2.20745,0.0005348,0.0005348,0.0005348
224,4205.49,1.50086,1.18943,1.70136,0.9804,0.64706,0.76744,0.34932,1.98063,1.18964,2.23599,0.0005282,0.0005282,0.0005282
225,4223.41,1.61446,1.1249,1.76519,0.9804,0.64706,0.76744,0.34932,1.98063,1.18964,2.23599,0.0005216,0.0005216,0.0005216
226,4241.88,1.64083,1.21502,1.85452,0.97762,0.64706,0.80028,0.35013,1.96746,1.20951,2.22398,0.000515,0.000515,0.000515
227,4260.14,1.51138,1.16504,1.79025,0.96955,0.64706,0.8025,0.36901,1.94931,1.20077,2.19469,0.0005084,0.0005084,0.0005084
228,4278.58,1.45358,0.99229,1.6766,0.95724,0.64706,0.78469,0.34535,2.01574,1.21721,2.2084,0.0005018,0.0005018,0.0005018
229,4296.93,1.64419,1.1182,1.68567,0.95724,0.64706,0.78469,0.34535,2.01574,1.21721,2.2084,0.0004952,0.0004952,0.0004952
230,4315.21,1.48079,1.00795,1.65855,0.88564,0.64706,0.77813,0.34834,2.07399,1.24357,2.24451,0.0004886,0.0004886,0.0004886
231,4333.61,1.58046,1.03996,1.75646,0.992,0.64706,0.79519,0.34103,2.11012,1.24728,2.26051,0.000482,0.000482,0.000482
232,4351.6,1.44864,1.05087,1.70163,1,0.6432,0.81287,0.35775,2.07135,1.24779,2.24778,0.0004754,0.0004754,0.0004754
233,4369.94,1.49782,1.14389,1.76249,1,0.6432,0.81287,0.35775,2.07135,1.24779,2.24778,0.0004688,0.0004688,0.0004688
234,4388.53,1.43642,1.06886,1.70166,1,0.64366,0.84627,0.38912,2.05476,1.24787,2.24079,0.0004622,0.0004622,0.0004622
235,4406.56,1.55032,1.08372,1.77907,1,0.64593,0.82873,0.39057,2.01572,1.21765,2.20877,0.0004556,0.0004556,0.0004556
236,4424.85,1.38486,0.96435,1.64247,0.9987,0.64706,0.82824,0.36732,2.00855,1.20757,2.20458,0.000449,0.000449,0.000449
237,4442.83,1.49312,1.04638,1.64806,0.9987,0.64706,0.82824,0.36732,2.00855,1.20757,2.20458,0.0004424,0.0004424,0.0004424
238,4461.29,1.42907,1.11676,1.70477,0.92276,0.70299,0.79095,0.36032,2.05432,1.23148,2.23137,0.0004358,0.0004358,0.0004358
239,4479.47,1.50657,1.04702,1.67347,0.92233,0.69907,0.77667,0.35263,2.08125,1.28202,2.23772,0.0004292,0.0004292,0.0004292
240,4497.72,1.52267,1.05693,1.76687,0.99203,0.64706,0.79375,0.35474,2.07045,1.32419,2.22415,0.0004226,0.0004226,0.0004226
241,4516.14,1.34562,0.965,1.59483,0.99203,0.64706,0.79375,0.35474,2.07045,1.32419,2.22415,0.000416,0.000416,0.000416
242,4534.53,1.51295,1.05076,1.76592,0.98163,0.64706,0.7826,0.37258,2.05228,1.38489,2.21336,0.0004094,0.0004094,0.0004094
243,4552.89,1.66754,1.10808,1.64802,0.96239,0.64706,0.78428,0.37312,2.12054,1.44456,2.23958,0.0004028,0.0004028,0.0004028
244,4571.01,1.39196,0.99023,1.60699,0.84641,0.64706,0.76986,0.31525,2.24277,1.52129,2.30212,0.0003962,0.0003962,0.0003962
245,4589.24,1.49265,1.09105,1.68712,0.84641,0.64706,0.76986,0.31525,2.24277,1.52129,2.30212,0.0003896,0.0003896,0.0003896
246,4607.69,1.53065,1.09374,1.74863,0.65217,0.64706,0.74916,0.28652,2.31596,1.56021,2.3618,0.000383,0.000383,0.000383
247,4625.81,1.59959,1.12756,1.80339,0.64807,0.76471,0.75436,0.30414,2.31197,1.52234,2.36496,0.0003764,0.0003764,0.0003764
248,4644.19,1.62384,1.16762,1.73147,0.69026,0.65589,0.72231,0.33148,2.2262,1.44645,2.32316,0.0003698,0.0003698,0.0003698
249,4663.01,1.45672,1.05342,1.64658,0.69026,0.65589,0.72231,0.33148,2.2262,1.44645,2.32316,0.0003632,0.0003632,0.0003632
250,4681.07,1.48559,0.98817,1.58623,0.79447,0.64706,0.74979,0.35836,2.11769,1.36615,2.27864,0.0003566,0.0003566,0.0003566
251,4699.33,1.41436,1.02548,1.65704,0.91658,0.64642,0.76668,0.35691,2.06419,1.30974,2.2522,0.00035,0.00035,0.00035
252,4717.66,1.48552,1.03268,1.69592,0.89853,0.64706,0.7681,0.3812,2.05943,1.31264,2.24575,0.0003434,0.0003434,0.0003434
253,4735.97,1.40071,1.00014,1.70127,0.89853,0.64706,0.7681,0.3812,2.05943,1.31264,2.24575,0.0003368,0.0003368,0.0003368
254,4754.23,1.40738,0.9977,1.53831,0.87833,0.64706,0.81042,0.38672,2.04702,1.28905,2.23764,0.0003302,0.0003302,0.0003302
255,4772.28,1.47289,0.95641,1.62445,0.98234,0.58824,0.80432,0.38904,2.03267,1.28474,2.22614,0.0003236,0.0003236,0.0003236
256,4790.71,1.4498,0.99974,1.71089,0.98517,0.58824,0.80775,0.36543,2.03645,1.28431,2.22707,0.000317,0.000317,0.000317
257,4808.75,1.44624,1.05651,1.67127,0.98517,0.58824,0.80775,0.36543,2.03645,1.28431,2.22707,0.0003104,0.0003104,0.0003104
258,4827.26,1.4035,1.163,1.67949,0.9838,0.58824,0.76001,0.36448,2.05134,1.27905,2.23226,0.0003038,0.0003038,0.0003038
259,4846.34,1.54202,1.11149,1.69381,1,0.58415,0.76793,0.36655,2.06436,1.28764,2.24767,0.0002972,0.0002972,0.0002972
260,4864.82,1.39333,0.93611,1.63107,0.84463,0.64005,0.76282,0.34776,2.08678,1.28364,2.26096,0.0002906,0.0002906,0.0002906
261,4882.94,1.33481,0.9309,1.56889,0.84463,0.64005,0.76282,0.34776,2.08678,1.28364,2.26096,0.000284,0.000284,0.000284
262,4901,1.38619,1.01711,1.63973,0.68919,0.64706,0.76624,0.33723,2.10498,1.28514,2.26935,0.0002774,0.0002774,0.0002774
263,4919.2,1.37571,0.94241,1.58656,0.71935,0.75437,0.77315,0.34215,2.08698,1.28337,2.26056,0.0002708,0.0002708,0.0002708
264,4938.2,1.37366,1.00039,1.66041,0.90747,0.64706,0.81556,0.36431,2.04092,1.25378,2.22882,0.0002642,0.0002642,0.0002642
265,4956.81,1.42053,0.96025,1.58913,0.90747,0.64706,0.81556,0.36431,2.04092,1.25378,2.22882,0.0002576,0.0002576,0.0002576
266,4974.85,1.32071,0.90627,1.50862,0.91277,0.64706,0.8144,0.38191,2.00516,1.22585,2.1993,0.000251,0.000251,0.000251
267,4993.11,1.41244,1.01035,1.70425,0.99678,0.64706,0.84115,0.38509,1.99196,1.18628,2.17933,0.0002444,0.0002444,0.0002444
268,5011.03,1.33716,1.00704,1.69564,0.99832,0.64706,0.85272,0.38648,1.99508,1.16638,2.17154,0.0002378,0.0002378,0.0002378
269,5029.44,1.40745,0.95953,1.65644,0.99832,0.64706,0.85272,0.38648,1.99508,1.16638,2.17154,0.0002312,0.0002312,0.0002312
270,5047.94,1.56045,0.99056,1.6372,1,0.64375,0.85318,0.4116,1.98041,1.14966,2.15078,0.0002246,0.0002246,0.0002246
271,5066.21,1.31269,0.90364,1.54435,1,0.64563,0.85194,0.42195,1.96446,1.15348,2.13909,0.000218,0.000218,0.000218
272,5084.62,1.43364,1.03746,1.67631,0.99125,0.64706,0.83849,0.41121,1.93861,1.17543,2.12622,0.0002114,0.0002114,0.0002114
273,5102.68,1.37366,1.00054,1.60182,0.99125,0.64706,0.83849,0.41121,1.93861,1.17543,2.12622,0.0002048,0.0002048,0.0002048
274,5120.92,1.37307,0.96938,1.57938,0.97863,0.64706,0.83941,0.39684,1.93137,1.1794,2.13335,0.0001982,0.0001982,0.0001982
275,5139.2,1.45145,0.99368,1.71131,0.97484,0.64706,0.83581,0.39628,1.93453,1.19946,2.15266,0.0001916,0.0001916,0.0001916
276,5157.52,1.36808,0.93001,1.59839,0.84537,0.70588,0.84384,0.39229,1.96116,1.22971,2.17348,0.000185,0.000185,0.000185
277,5175.55,1.28837,0.9031,1.60906,0.84537,0.70588,0.84384,0.39229,1.96116,1.22971,2.17348,0.0001784,0.0001784,0.0001784
278,5193.9,1.46726,0.97587,1.61214,0.84514,0.70588,0.84087,0.4055,1.99324,1.26392,2.20016,0.0001718,0.0001718,0.0001718
279,5212.21,1.35174,0.93469,1.68461,0.84641,0.70588,0.812,0.39226,2.03395,1.29832,2.22568,0.0001652,0.0001652,0.0001652
280,5230.43,1.46665,1.03161,1.59556,0.95607,0.64706,0.80822,0.38859,2.06495,1.29044,2.23878,0.0001586,0.0001586,0.0001586
281,5248.74,1.33342,0.94314,1.60494,0.95607,0.64706,0.80822,0.38859,2.06495,1.29044,2.23878,0.000152,0.000152,0.000152
282,5267.18,1.30385,0.94696,1.62718,0.96106,0.64706,0.7992,0.37811,2.07745,1.28489,2.25227,0.0001454,0.0001454,0.0001454
283,5285.42,1.30632,0.90373,1.55892,0.9511,0.64706,0.79683,0.382,2.07507,1.28905,2.25529,0.0001388,0.0001388,0.0001388
284,5303.65,1.29568,0.9246,1.5435,0.95525,0.64706,0.79537,0.38491,2.07301,1.28199,2.2593,0.0001322,0.0001322,0.0001322
285,5322.09,1.30011,0.92331,1.55012,0.95525,0.64706,0.79537,0.38491,2.07301,1.28199,2.2593,0.0001256,0.0001256,0.0001256
286,5340.31,1.45938,1.11244,1.65705,0.96332,0.64706,0.80547,0.38919,2.0672,1.27536,2.25599,0.000119,0.000119,0.000119
287,5358.53,1.21658,0.86229,1.58047,0.96624,0.64706,0.80529,0.38687,2.04651,1.2515,2.2451,0.0001124,0.0001124,0.0001124
288,5376.85,1.42326,1.01118,1.65391,0.96895,0.64706,0.80358,0.39478,2.01155,1.24069,2.22477,0.0001058,0.0001058,0.0001058
289,5394.92,1.46405,1.01399,1.57378,0.96895,0.64706,0.80358,0.39478,2.01155,1.24069,2.22477,9.92e-05,9.92e-05,9.92e-05
290,5413.19,1.41098,0.99204,1.66608,0.97469,0.64706,0.82775,0.38996,1.98548,1.24217,2.21601,9.26e-05,9.26e-05,9.26e-05
291,5431.31,1.33272,1.08317,1.57442,0.98121,0.64706,0.78642,0.39412,1.97396,1.2388,2.21043,8.6e-05,8.6e-05,8.6e-05
292,5449.72,1.43817,1.17002,1.67099,0.98662,0.64706,0.82533,0.39929,1.96946,1.24024,2.20564,7.94e-05,7.94e-05,7.94e-05
293,5467.92,1.37539,1.02266,1.5559,0.98662,0.64706,0.82533,0.39929,1.96946,1.24024,2.20564,7.28e-05,7.28e-05,7.28e-05
294,5486.27,1.40778,1.17901,1.67324,0.9868,0.64706,0.82581,0.38415,1.96319,1.24538,2.19702,6.62e-05,6.62e-05,6.62e-05
295,5504.5,1.49517,1.12358,1.63929,0.98644,0.64706,0.83647,0.39054,1.96695,1.254,2.20146,5.96e-05,5.96e-05,5.96e-05
296,5522.82,1.44279,1.10135,1.67273,0.98066,0.64706,0.83253,0.39662,1.96978,1.26286,2.20349,5.3e-05,5.3e-05,5.3e-05
297,5540.94,1.45888,1.05109,1.67415,0.98066,0.64706,0.83253,0.39662,1.96978,1.26286,2.20349,4.64e-05,4.64e-05,4.64e-05
298,5559.13,1.33056,1.10995,1.60174,0.97725,0.64706,0.82238,0.40213,1.97018,1.26328,2.20544,3.98e-05,3.98e-05,3.98e-05
299,5577.39,1.3519,1.07731,1.68436,0.97069,0.64706,0.82001,0.40031,1.97037,1.2618,2.20971,3.32e-05,3.32e-05,3.32e-05
300,5595.59,1.38479,1.09358,1.66169,0.96721,0.64706,0.81706,0.39991,1.97369,1.25858,2.21206,2.66e-05,2.66e-05,2.66e-05
